session_id,provider,requested_model,resolved_model,model,benchmark_name,benchmark_alias,perturbation_type,item_id,problem_id,question_id,difficulty,finish_reason,token_count,assistant_chars,window_count,mean_entropy,entropy_variance,mean_gap,mean_top1_logprob,perplexity,threshold_crossing_ratio,persistent_crossing_ratio,recovery_observed,regime,trajectory_assessment,truncation_flag,raw_path
cocc-2785_negation_objective_10-b356e8ff,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2785_negation_objective_10,2785,,easy,stop,1550.000000,4789,94,0.070969,0.028520,2.151675,-0.100850,1.106110,0.851064,0.558140,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2785_negation_objective_10-b356e8ff\raw.json
cocc-2786_negation_objective_11-3008cc96,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2786_negation_objective_11,2786,,medium,stop,2328.000000,8687,143,0.045120,0.019323,3.257466,-0.056268,1.057881,0.769231,0.413043,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2786_negation_objective_11-3008cc96\raw.json
cocc-2791_negation_objective_12-74bb749b,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2791_negation_objective_12,2791,,easy,length,4096.000000,13682,253,0.039828,0.016036,1.744326,-0.047059,1.048183,0.841897,0.648000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2791_negation_objective_12-74bb749b\raw.json
cocc-2792_negation_objective_13-e5c66ad8,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2792_negation_objective_13,2792,,medium,stop,4005.000000,13136,248,0.033979,0.014341,5.214541,-0.044821,1.045840,0.802419,0.518519,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2792_negation_objective_13-e5c66ad8\raw.json
cocc-2800_negation_objective_14-8e5c4994,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2800_negation_objective_14,2800,,easy,stop,619.000000,2558,36,0.064196,0.026407,5.064948,-0.073189,1.075934,0.833333,0.531250,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2800_negation_objective_14-8e5c4994\raw.json
cocc-2802_negation_objective_15-41ee4122,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2802_negation_objective_15,2802,,medium,stop,455.000000,1643,26,0.080680,0.028069,2.943315,-0.134385,1.143833,0.576923,0.500000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2802_negation_objective_15-41ee4122\raw.json
cocc-2808_negation_objective_16-4bfc1581,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2808_negation_objective_16,2808,,hard,stop,617.000000,2114,36,0.062130,0.024847,2.417038,-0.095493,1.100201,0.777778,0.424242,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2808_negation_objective_16-4bfc1581\raw.json
cocc-2810_negation_objective_17-16b4302c,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2810_negation_objective_17,2810,,medium,length,4096.000000,14499,253,0.049619,0.021028,5.417204,-0.064007,1.066100,0.901186,0.597610,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2810_negation_objective_17-16b4302c\raw.json
cocc-2811_negation_objective_18-49ab4fca,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2811_negation_objective_18,2811,,medium,stop,2500.000000,8491,154,0.080277,0.030866,3.105652,-0.116073,1.123078,0.961039,0.761589,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2811_negation_objective_18-49ab4fca\raw.json
cocc-2812_negation_objective_19-793afcb9,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2812_negation_objective_19,2812,,easy,stop,1345.000000,4283,82,0.050466,0.020120,20.305995,-0.069788,1.072281,0.853659,0.623377,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2812_negation_objective_19-793afcb9\raw.json
cocc-2816_negation_objective_20-2064b656,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2816_negation_objective_20,2816,,easy,stop,605.000000,2133,35,0.053833,0.021682,2.400569,-0.057545,1.059233,0.742857,0.586207,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2816_negation_objective_20-2064b656\raw.json
cocc-2817_negation_objective_21-83ac54ee,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2817_negation_objective_21,2817,,medium,stop,1014.000000,3373,61,0.061795,0.023784,8.216325,-0.076998,1.080040,0.655738,0.245614,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2817_negation_objective_21-83ac54ee\raw.json
cocc-2819_negation_objective_22-e76f168e,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2819_negation_objective_22,2819,,easy,stop,281.000000,1016,15,0.052599,0.020146,2.231918,-0.088035,1.092026,0.400000,0.833333,False,IV_ENTROPIC_COLLAPSE,ENTROPIC_COLLAPSE,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2819_negation_objective_22-e76f168e\raw.json
cocc-2824_negation_objective_23-257062af,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2824_negation_objective_23,2824,,easy,stop,419.000000,1482,24,0.026085,0.013632,1.703608,-0.034009,1.034594,0.541667,0.428571,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2824_negation_objective_23-257062af\raw.json
cocc-2825_negation_objective_24-bac752f6,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2825_negation_objective_24,2825,,easy,length,4096.000000,13482,253,0.049238,0.019175,6.670331,-0.067292,1.069608,0.944664,0.571429,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2825_negation_objective_24-bac752f6\raw.json
cocc-2827_negation_objective_25-49b8e9a7,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2827_negation_objective_25,2827,,hard,stop,721.000000,3219,43,0.028863,0.012298,4.635772,-0.024259,1.024555,0.441860,0.371429,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2827_negation_objective_25-49b8e9a7\raw.json
cocc-2828_negation_objective_26-7f81a997,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2828_negation_objective_26,2828,,medium,stop,494.000000,1953,28,0.055168,0.023650,2.355622,-0.066118,1.068353,0.714286,0.576923,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2828_negation_objective_26-7f81a997\raw.json
cocc-2831_negation_objective_27-a527d7ae,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2831_negation_objective_27,2831,,easy,stop,867.000000,2900,52,0.023570,0.009799,3.415069,-0.027865,1.028257,0.884615,0.714286,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2831_negation_objective_27-a527d7ae\raw.json
cocc-2832_negation_objective_28-516257a8,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2832_negation_objective_28,2832,,medium,stop,2484.000000,10024,153,0.056026,0.022497,5.492964,-0.068152,1.070528,0.973856,0.774834,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2832_negation_objective_28-516257a8\raw.json
cocc-2833_negation_objective_29-319e644c,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2833_negation_objective_29,2833,,medium,stop,753.000000,3096,45,0.027430,0.013087,1.346025,-0.020412,1.020622,0.933333,0.744186,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2833_negation_objective_29-319e644c\raw.json
cocc-2834_negation_objective_30-3626e11d,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2834_negation_objective_30,2834,,medium,stop,352.000000,1427,19,0.053689,0.020558,2.125543,-0.062805,1.064819,0.894737,0.764706,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2834_negation_objective_30-3626e11d\raw.json
cocc-2837_negation_objective_31-27c5606e,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2837_negation_objective_31,2837,,medium,length,4096.000000,12271,253,0.040046,0.016008,6.312787,-0.049786,1.051046,0.984190,0.816733,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2837_negation_objective_31-27c5606e\raw.json
cocc-2839_negation_objective_32-52478969,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2839_negation_objective_32,2839,,hard,stop,1132.000000,4029,68,0.022207,0.011070,1.140852,-0.024375,1.024674,0.500000,0.222222,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2839_negation_objective_32-52478969\raw.json
cocc-2844_negation_objective_33-5cd17a5f,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2844_negation_objective_33,2844,,easy,stop,732.000000,2038,43,0.067071,0.027443,2.189850,-0.076467,1.079466,0.953488,0.731707,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2844_negation_objective_33-5cd17a5f\raw.json
cocc-2845_negation_objective_34-9203dafe,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2845_negation_objective_34,2845,,medium,stop,134.000000,583,6,0.072466,0.028151,2.922931,-0.112685,1.119280,0.500000,0.000000,False,CALIBRATING,INSUFFICIENT_HISTORY,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2845_negation_objective_34-9203dafe\raw.json
cocc-2847_negation_objective_35-f7fe5650,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2847_negation_objective_35,2847,,easy,stop,329.000000,1352,18,0.039494,0.018272,2.031174,-0.042923,1.043858,0.333333,0.333333,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2847_negation_objective_35-f7fe5650\raw.json
cocc-2848_negation_objective_36-204a051f,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2848_negation_objective_36,2848,,medium,stop,403.000000,1359,23,0.034886,0.015478,1.355149,-0.038407,1.039154,0.391304,0.190476,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2848_negation_objective_36-204a051f\raw.json
cocc-2849_negation_objective_37-63b8def2,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2849_negation_objective_37,2849,,hard,length,4096.000000,11833,253,0.035310,0.014688,1.416458,-0.053595,1.055057,0.814229,0.522088,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2849_negation_objective_37-63b8def2\raw.json
cocc-2850_negation_objective_38-b5115d5d,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2850_negation_objective_38,2850,,medium,length,4096.000000,13711,253,0.049754,0.020662,2.148546,-0.072459,1.075149,0.814229,0.428571,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2850_negation_objective_38-b5115d5d\raw.json
cocc-2854_negation_objective_39-7207529b,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2854_negation_objective_39,2854,,medium,stop,875.000000,3526,52,0.027030,0.012370,1.121254,-0.036003,1.036659,0.634615,0.360000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2854_negation_objective_39-7207529b\raw.json
cocc-2855_negation_objective_40-236a1585,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2855_negation_objective_40,2855,,medium,stop,1421.000000,4726,86,0.036333,0.015469,1.481717,-0.053480,1.054936,0.930233,0.841463,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2855_negation_objective_40-236a1585\raw.json
cocc-2856_negation_objective_41-d12e4a35,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2856_negation_objective_41,2856,,medium,stop,549.000000,2237,32,0.052250,0.022834,2.081715,-0.066860,1.069146,0.812500,0.571429,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2856_negation_objective_41-d12e4a35\raw.json
cocc-2857_negation_objective_42-b3ffc114,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2857_negation_objective_42,2857,,easy,stop,424.000000,1640,24,0.045123,0.019168,1.732866,-0.048817,1.050028,0.833333,0.600000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2857_negation_objective_42-b3ffc114\raw.json
cocc-2866_negation_objective_43-94899e38,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2866_negation_objective_43,2866,,easy,stop,471.000000,1929,27,0.023715,0.009007,1.383141,-0.029267,1.029699,0.777778,0.304348,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2866_negation_objective_43-94899e38\raw.json
cocc-2867_negation_objective_44-b3db5bd6,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2867_negation_objective_44,2867,,medium,stop,1346.000000,4491,82,0.041284,0.017802,1.822502,-0.051119,1.052449,0.926829,0.405063,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2867_negation_objective_44-b3db5bd6\raw.json
cocc-2868_negation_objective_45-2d8c8c5e,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2868_negation_objective_45,2868,,medium,stop,1471.000000,4302,89,0.045305,0.020393,1.736797,-0.052899,1.054323,0.719101,0.253012,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2868_negation_objective_45-2d8c8c5e\raw.json
cocc-2869_negation_objective_46-2b9fa168,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2869_negation_objective_46,2869,,medium,stop,1256.000000,5264,76,0.031877,0.014045,1.416602,-0.041977,1.042870,0.605263,0.246575,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2869_negation_objective_46-2b9fa168\raw.json
cocc-2870_negation_objective_47-1a72d086,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2870_negation_objective_47,2870,,easy,stop,503.000000,1698,29,0.044983,0.015664,1.780114,-0.066004,1.068231,0.655172,0.136364,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2870_negation_objective_47-1a72d086\raw.json
cocc-2872_negation_objective_48-b4f7f07f,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2872_negation_objective_48,2872,,medium,length,4096.000000,12770,253,0.037981,0.015405,1.787124,-0.050111,1.051388,0.841897,0.368000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2872_negation_objective_48-b4f7f07f\raw.json
cocc-2873_negation_objective_49-c9b6ee7a,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2873_negation_objective_49,2873,,medium,stop,448.000000,1428,25,0.048582,0.021524,1.762713,-0.045767,1.046831,0.640000,0.600000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2873_negation_objective_49-c9b6ee7a\raw.json
cocc-2876_negation_objective_50-0c2523ee,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2876_negation_objective_50,2876,,easy,stop,479.000000,1853,27,0.047757,0.020672,1.979269,-0.064547,1.066676,0.925926,0.920000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2876_negation_objective_50-0c2523ee\raw.json
cocc-2877_negation_objective_51-78798e53,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2877_negation_objective_51,2877,,medium,stop,1371.000000,5947,83,0.061075,0.023552,2.128661,-0.089446,1.093568,0.843373,0.731707,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2877_negation_objective_51-78798e53\raw.json
cocc-2878_negation_objective_52-e08f601d,deepseek,deepseek-chat,deepseek-v4-flash,deepseek-v4-flash,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2878_negation_objective_52,2878,,medium,stop,622.000000,2089,36,0.043988,0.021186,5.250916,-0.044820,1.045839,0.611111,0.161290,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_deepseek_negation_objective_n235\sessions\cocc-2878_negation_objective_52-e08f601d\raw.json
