session_id,provider,requested_model,resolved_model,model,benchmark_name,benchmark_alias,perturbation_type,item_id,problem_id,question_id,difficulty,finish_reason,token_count,assistant_chars,window_count,mean_entropy,entropy_variance,mean_gap,mean_top1_logprob,perplexity,threshold_crossing_ratio,persistent_crossing_ratio,recovery_observed,regime,trajectory_assessment,truncation_flag,raw_path
cocc-2786_negation_objective_11-baf7a213,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2786_negation_objective_11,2786,,medium,stop,1004.000000,3536,60,0.206499,0.090230,9.328982,-0.205143,1.227700,0.600000,0.381818,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2786_negation_objective_11-baf7a213\raw.json
cocc-2791_negation_objective_12-2ecd915d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2791_negation_objective_12,2791,,easy,stop,391.000000,1496,22,0.251541,0.094727,7.795338,-0.243695,1.275956,0.590909,0.133333,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2791_negation_objective_12-2ecd915d\raw.json
cocc-2792_negation_objective_13-77d9385e,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2792_negation_objective_13,2792,,medium,stop,1479.000000,4584,90,0.235261,0.093730,7.766476,-0.240924,1.272424,0.866667,0.352273,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2792_negation_objective_13-77d9385e\raw.json
cocc-2800_negation_objective_14-c1280b6c,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2800_negation_objective_14,2800,,easy,stop,1060.000000,3641,64,0.231414,0.096717,9.253279,-0.235981,1.266150,0.625000,0.157895,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2800_negation_objective_14-c1280b6c\raw.json
cocc-2802_negation_objective_15-b2ab1520,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2802_negation_objective_15,2802,,medium,stop,937.000000,3498,56,0.254868,0.091780,7.295880,-0.244335,1.276772,0.660714,0.264151,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2802_negation_objective_15-b2ab1520\raw.json
cocc-2808_negation_objective_16-ce416d43,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2808_negation_objective_16,2808,,hard,stop,1694.000000,6002,103,0.274081,0.102297,6.943695,-0.272616,1.313395,0.446602,0.083333,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2808_negation_objective_16-ce416d43\raw.json
cocc-2810_negation_objective_17-59e76668,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2810_negation_objective_17,2810,,medium,stop,912.000000,3500,54,0.372833,0.118317,5.229129,-0.392416,1.480554,0.592593,0.400000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2810_negation_objective_17-59e76668\raw.json
cocc-2811_negation_objective_18-a781136d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2811_negation_objective_18,2811,,medium,length,4096.000000,12476,253,0.313939,0.109008,5.423773,-0.327018,1.386826,0.612648,0.238095,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,True,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2811_negation_objective_18-a781136d\raw.json
cocc-2812_negation_objective_19-4a075a83,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2812_negation_objective_19,2812,,easy,stop,967.000000,2913,58,0.283293,0.107989,7.020084,-0.292635,1.339953,0.844828,0.642857,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2812_negation_objective_19-4a075a83\raw.json
cocc-2816_negation_objective_20-b2a47402,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2816_negation_objective_20,2816,,easy,stop,3571.000000,12630,221,0.295170,0.102482,6.043886,-0.305204,1.356901,0.669683,0.295775,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2816_negation_objective_20-b2a47402\raw.json
cocc-2817_negation_objective_21-fdccf535,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2817_negation_objective_21,2817,,medium,stop,1205.000000,4047,73,0.247493,0.100881,8.004246,-0.258932,1.295545,0.821918,0.397059,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2817_negation_objective_21-fdccf535\raw.json
cocc-2819_negation_objective_22-1a6f0563,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2819_negation_objective_22,2819,,easy,stop,310.000000,1209,17,0.293647,0.105246,6.885579,-0.298209,1.347443,0.705882,0.416667,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2819_negation_objective_22-1a6f0563\raw.json
cocc-2824_negation_objective_23-9983ec75,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2824_negation_objective_23,2824,,easy,stop,508.000000,1760,29,0.205591,0.078169,9.472794,-0.185166,1.203418,0.689655,0.653846,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2824_negation_objective_23-9983ec75\raw.json
cocc-2825_negation_objective_24-fac5ba6d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2825_negation_objective_24,2825,,easy,stop,2812.000000,9950,173,0.340779,0.107883,4.719702,-0.355380,1.426723,0.757225,0.237805,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2825_negation_objective_24-fac5ba6d\raw.json
cocc-2827_negation_objective_25-464a7454,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2827_negation_objective_25,2827,,hard,stop,918.000000,3421,55,0.229996,0.091915,8.960508,-0.220095,1.246196,0.836364,0.553191,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2827_negation_objective_25-464a7454\raw.json
cocc-2828_negation_objective_26-f9243c31,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2828_negation_objective_26,2828,,medium,stop,2321.000000,7055,143,0.241892,0.097891,7.366793,-0.249772,1.283733,0.713287,0.338462,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2828_negation_objective_26-f9243c31\raw.json
cocc-2831_negation_objective_27-2447f8e4,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2831_negation_objective_27,2831,,easy,stop,761.000000,2443,45,0.183159,0.085496,10.380840,-0.188384,1.207297,0.711111,0.166667,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2831_negation_objective_27-2447f8e4\raw.json
cocc-2832_negation_objective_28-a283b045,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2832_negation_objective_28,2832,,medium,stop,1052.000000,3909,63,0.273660,0.095889,7.136504,-0.264051,1.302195,0.571429,0.250000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2832_negation_objective_28-a283b045\raw.json
cocc-2833_negation_objective_29-30833143,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2833_negation_objective_29,2833,,medium,stop,1190.000000,4192,72,0.196958,0.083676,9.747175,-0.192178,1.211886,0.625000,0.129032,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2833_negation_objective_29-30833143\raw.json
cocc-2834_negation_objective_30-3335d91a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2834_negation_objective_30,2834,,medium,stop,586.000000,2081,34,0.224307,0.090228,8.530970,-0.217859,1.243411,0.735294,0.300000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2834_negation_objective_30-3335d91a\raw.json
cocc-2837_negation_objective_31-bb61ff29,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2837_negation_objective_31,2837,,medium,stop,996.000000,3229,60,0.269195,0.101749,7.415141,-0.269090,1.308773,0.833333,0.618182,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2837_negation_objective_31-bb61ff29\raw.json
cocc-2839_negation_objective_32-5db60c5a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2839_negation_objective_32,2839,,hard,stop,2137.000000,7103,131,0.159093,0.071787,10.405332,-0.152272,1.164477,0.664122,0.269841,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2839_negation_objective_32-5db60c5a\raw.json
cocc-2844_negation_objective_33-81cfc893,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2844_negation_objective_33,2844,,easy,stop,844.000000,2346,50,0.176960,0.072850,9.711743,-0.164093,1.178324,0.780000,0.500000,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2844_negation_objective_33-81cfc893\raw.json
cocc-2845_negation_objective_34-729e1e2a,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2845_negation_objective_34,2845,,medium,stop,592.000000,2195,34,0.311365,0.112740,6.402439,-0.339016,1.403565,0.735294,0.687500,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2845_negation_objective_34-729e1e2a\raw.json
cocc-2847_negation_objective_35-bcf4aade,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2847_negation_objective_35,2847,,easy,stop,666.000000,2385,39,0.224385,0.085867,7.891230,-0.210528,1.234330,0.230769,0.071429,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2847_negation_objective_35-bcf4aade\raw.json
cocc-2848_negation_objective_36-bfb1d68f,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2848_negation_objective_36,2848,,medium,stop,959.000000,3179,57,0.194996,0.079368,9.597968,-0.190517,1.209875,0.877193,0.618182,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2848_negation_objective_36-bfb1d68f\raw.json
cocc-2849_negation_objective_37-c5860b39,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2849_negation_objective_37,2849,,hard,stop,949.000000,3509,57,0.319141,0.112708,6.494723,-0.327592,1.387622,0.543860,0.224490,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2849_negation_objective_37-c5860b39\raw.json
cocc-2850_negation_objective_38-0fd03285,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2850_negation_objective_38,2850,,medium,stop,1784.000000,5346,109,0.300404,0.110490,6.165547,-0.318140,1.374569,0.899083,0.641509,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2850_negation_objective_38-0fd03285\raw.json
cocc-2854_negation_objective_39-c14ef874,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2854_negation_objective_39,2854,,medium,stop,1534.000000,5662,93,0.220028,0.097531,9.774659,-0.228368,1.256548,0.451613,0.160494,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2854_negation_objective_39-c14ef874\raw.json
cocc-2855_negation_objective_40-6c588bfb,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2855_negation_objective_40,2855,,medium,stop,790.000000,2673,47,0.200616,0.085932,9.973064,-0.200354,1.221835,0.723404,0.405405,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2855_negation_objective_40-6c588bfb\raw.json
cocc-2856_negation_objective_41-077f0ece,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2856_negation_objective_41,2856,,medium,stop,929.000000,3486,56,0.292367,0.101536,6.051492,-0.294577,1.342558,0.785714,0.452830,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2856_negation_objective_41-077f0ece\raw.json
cocc-2857_negation_objective_42-c616d22d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2857_negation_objective_42,2857,,easy,stop,1143.000000,4350,69,0.287969,0.108616,7.265575,-0.298338,1.347618,0.913043,0.415385,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2857_negation_objective_42-c616d22d\raw.json
cocc-2866_negation_objective_43-7355d9a6,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2866_negation_objective_43,2866,,easy,stop,893.000000,2807,53,0.197574,0.084317,8.818447,-0.192434,1.212196,0.622642,0.235294,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2866_negation_objective_43-7355d9a6\raw.json
cocc-2867_negation_objective_44-0c85bea4,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2867_negation_objective_44,2867,,medium,stop,960.000000,3333,57,0.337941,0.109290,5.299646,-0.350389,1.419619,0.824561,0.370370,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2867_negation_objective_44-0c85bea4\raw.json
cocc-2868_negation_objective_45-31625023,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2868_negation_objective_45,2868,,medium,stop,1062.000000,3701,64,0.237789,0.094219,8.365930,-0.226249,1.253887,0.671875,0.254545,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2868_negation_objective_45-31625023\raw.json
cocc-2869_negation_objective_46-c3c63631,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2869_negation_objective_46,2869,,medium,stop,1685.000000,5440,103,0.223072,0.098873,9.933852,-0.226987,1.254814,0.805825,0.683168,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2869_negation_objective_46-c3c63631\raw.json
cocc-2870_negation_objective_47-6acb02fc,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2870_negation_objective_47,2870,,easy,stop,855.000000,2962,51,0.227439,0.093223,8.482859,-0.221713,1.248213,0.529412,0.358974,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2870_negation_objective_47-6acb02fc\raw.json
cocc-2872_negation_objective_48-fa61c8c0,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2872_negation_objective_48,2872,,medium,stop,1318.000000,4771,80,0.394704,0.119199,4.651108,-0.427906,1.534041,0.725000,0.535211,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2872_negation_objective_48-fa61c8c0\raw.json
cocc-2873_negation_objective_49-5d258c5c,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2873_negation_objective_49,2873,,medium,stop,1473.000000,4002,90,0.192105,0.084917,8.754869,-0.194347,1.214517,0.700000,0.256098,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2873_negation_objective_49-5d258c5c\raw.json
cocc-2876_negation_objective_50-dfa57f5d,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2876_negation_objective_50,2876,,easy,stop,361.000000,1278,20,0.268970,0.098710,7.331663,-0.259971,1.296893,0.450000,0.555556,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2876_negation_objective_50-dfa57f5d\raw.json
cocc-2877_negation_objective_51-157c349b,openai,gpt-4.1,gpt-4.1-2025-04-14,gpt-4.1-2025-04-14,chain_of_code_collapse,break_the_chain_code_generation,negation_objective,2877_negation_objective_51,2877,,medium,stop,1160.000000,5096,70,0.350210,0.117310,5.902901,-0.373549,1.452882,0.442857,0.215686,True,III_STRUCTURAL_PULSATION,THRESHOLD_CROSSED_STRUCTURAL_PULSATION,False,results\cocc_prama_gpt41_negation_objective_n235\sessions\cocc-2877_negation_objective_51-157c349b\raw.json
